CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId_posts,userId_users
2,0,Score,106,15,0,3536.0,3,9001,2425.0,9001
2,0,Score,6,12,0,,0,9005,686.0,9005
1,31,Score,1318,17,456,,309,9007,279.0,9007
9,0,Score,31,14,0,5696.0,1,9016,3270.0,9016
8,0,Score,1,20,0,,0,9017,3382.0,9017
2,0,Score,101,14,0,3290.0,1,9053,3269.0,9053
0,0,Score,141,13,8,,14,9055,887.0,9055
2,0,Score,11,12,0,,1,9073,919.0,9073
8,0,Score,116,17,4,1671.0,6,9085,3488.0,9085
0,0,Score,11,14,0,785.0,1,9105,276.0,9105
5,0,Score,101,17,0,,0,9106,696.0,9106
6,0,Score,23,15,1,,5,9144,159.0,9144
2,11,Score,1921,14,154,,267,9174,3834.0,9174
0,0,Score,1,15,0,1060.0,1,9198,2645.0,9198
1,0,Score,23,26,0,1601.0,0,9202,3700.0,9202
4,0,Score,1,22,0,,0,9211,334.0,9211
9,0,Score,101,18,0,3025.0,0,9220,1913.0,9220
0,0,Score,21,13,0,,9,9247,183.0,9247
2,0,Score,32,72,3,,4,9254,442.0,9254
1,0,Score,1,12,0,4285.0,2,9283,776.0,9283
1,1,Score,140,13,7,1844.0,12,9311,3592.0,9311
1,0,Score,101,12,1,1522.0,2,9334,3186.0,9334
0,0,Score,1,12,0,5656.0,7,9358,333.0,9358
4,0,Score,31,18,3,,1,9364,1764.0,9364
2,0,Score,51,14,0,2309.0,18,9365,1106.0,9365
0,0,Score,101,12,0,743.0,2,9398,4095.0,9398
2,0,Score,31,18,0,,3,9480,930.0,9480
0,0,Score,11,15,0,403.0,4,9491,3903.0,9491
0,0,Score,38,15,1,5211.0,6,9506,4147.0,9506
2,0,Score,1,14,0,3098.0,0,9510,4150.0,9510
8,0,Score,101,14,1,,4,9513,919.0,9513
0,0,Score,101,15,11,,0,9538,1569.0,9538
4,0,Score,11,15,0,2578.0,0,9542,2392.0,9542
0,0,Score,21,25,0,22968.0,6,9573,4176.0,9573
7,0,Score,38,25,51,,7,9575,3874.0,9575
3,0,Score,101,16,2,,5,9584,1390.0,9584
0,0,Score,121,13,8,1920.0,4,9617,1913.0,9617
3,0,Score,101,16,3,,0,9635,3567.0,9635
4,0,Score,101,15,0,7165.0,0,9653,4176.0,9653
4,0,Score,101,23,0,,2,9655,919.0,9655
1,0,Score,101,45,1,3004.0,0,9664,1106.0,9664
1,0,Score,1,12,0,,1,9670,1893.0,9670
1,0,Score,1,18,0,574.0,0,9695,319.0,9695
7,0,Score,174,18,8,9910.0,17,9699,230.0,9699
2,0,Score,6,17,0,,5,9700,930.0,9700
14,0,Score,65,35,6,,12,9722,2970.0,9722
0,0,Score,126,23,0,4545.0,0,9751,4176.0,9751
4,0,Score,121,18,0,,3,9753,919.0,9753
3,0,Score,1,24,0,,2,9800,25.0,9800
8,0,Score,16,12,0,,3,9802,3019.0,9802
3,0,Score,135,17,37,,16,9808,930.0,9808
0,0,Score,1,12,0,1802.0,1,9825,4274.0,9825
4,0,Score,1,12,0,719.0,0,9859,3019.0,9859
0,0,Score,101,28,0,640.0,1,9885,2148.0,9885
5,0,Score,8,23,0,,5,9915,2970.0,9915
0,0,Score,101,13,0,1476.0,2,9930,4307.0,9930
3,1,Score,1766,18,111,,108,9975,2970.0,9975
1,0,Score,123,12,1,899.0,2,9990,364.0,9990
0,0,Score,23,23,0,5386.0,9,10001,847.0,10001
3,0,Score,284,17,22,,19,10028,88.0,10028
2,0,Score,1,18,0,,9,10072,4358.0,10072
0,0,Score,21,32,0,37288.0,7,10079,183.0,10079
3,0,Score,1,14,0,,1,10080,3732.0,10080
4,0,Score,1,18,0,8602.0,0,10162,4403.0,10162
2,0,Score,21,22,0,,3,10196,1080.0,10196
1,0,Score,11,17,0,4902.0,4,10213,4429.0,10213
9,0,Score,21,47,0,,2,10216,3567.0,10216
2,0,Score,11,17,0,,11,10256,2970.0,10256
1,0,Score,113,23,0,29020.0,4,10289,4455.0,10289
3,0,Score,1,14,0,,0,10291,2775.0,10291
14,0,Score,185,18,11,294.0,29,10295,4456.0,10295
3,0,Score,1,12,0,,0,10327,29.0,10327
8,0,Score,166,21,0,1691.0,9,10363,914.0,10363
4,0,Score,101,21,0,,1,10371,230.0,10371
4,0,Score,408,12,8,,29,10380,1934.0,10380
2,1,Score,404,13,68,,60,10416,2817.0,10416
2,0,Score,101,13,0,795.0,0,10425,2817.0,10425
1,0,Score,1,13,0,5704.0,0,10444,3058.0,10444
7,0,Score,146,28,2,5193.0,7,10459,4504.0,10459
1,0,Score,6,12,0,,0,10460,4360.0,10460
3,0,Score,6,14,0,,8,10465,226.0,10465
4,0,Score,101,40,0,1813.0,0,10510,364.0,10510
2,0,Score,101,28,0,,0,10511,3748.0,10511
8,0,Score,1,17,0,,0,10520,919.0,10520
6,0,Score,21,19,0,3786.0,0,10578,4101.0,10578
5,0,Score,23,14,0,,15,10610,887.0,10610
7,0,Score,101,48,0,8102.0,2,10613,4552.0,10613
5,0,Score,16,13,0,650.0,0,10680,4576.0,10680
5,0,Score,103,13,1,,0,10689,2775.0,10689
0,0,Score,101,21,1,,2,10715,2116.0,10715
1,0,Score,101,12,0,383.0,0,10789,4608.0,10789
3,0,Score,46,22,1,15141.0,14,10795,4610.0,10795
0,0,Score,6,18,0,,5,10839,307.0,10839
1,0,Score,101,16,4,,1,10948,1934.0,10948
4,0,Score,156,13,3,,7,10979,919.0,10979
0,0,Score,8,12,0,3101.0,3,10996,4677.0,10996
3,0,Score,100,15,0,,13,10999,307.0,10999
4,0,Score,6,37,0,14332.0,0,11009,2310.0,11009
0,0,Score,11,16,0,,1,11040,919.0,11040
0,0,Score,19,17,0,674.0,2,11050,485.0,11050
0,0,Score,26,16,1,2765.0,6,11064,333.0,11064
3,0,Score,101,13,2,,1,11065,4257.0,11065
2,0,Score,101,32,0,,0,11080,4253.0,11080
0,0,Score,1,26,0,11676.0,0,11096,,11096
7,0,Score,6,23,0,,2,11097,2129.0,11097
1,0,Score,101,28,0,8108.0,0,11109,333.0,11109
0,0,Score,36,17,0,7710.0,1,11127,609.0,11127
2,0,Score,101,30,0,,0,11132,1909.0,11132
1,0,Score,103,18,5,1362.0,3,11142,2817.0,11142
1,0,Score,16,12,0,,2,11150,4257.0,11150
5,0,Score,23,26,0,,2,11183,3019.0,11183
1,0,Score,135,28,10,2375.0,11,11210,4733.0,11210
3,0,Score,105,22,0,,4,11217,2970.0,11217
1,0,Score,1,13,0,,1,11224,4740.0,11224
4,0,Score,36,14,0,,5,11251,4329.0,11251
17,0,Score,1,12,0,527.0,47,11289,4770.0,11289
0,0,Score,101,15,0,,0,11298,183.0,11298
2,0,Score,101,18,0,,0,11305,74.0,11305
0,0,Score,1,14,0,1470.0,3,11368,2116.0,11368
2,0,Score,101,14,0,,0,11407,307.0,11407
0,1,Score,230,12,25,,37,11409,4505.0,11409
8,0,Score,1,40,0,1329.0,1,11414,1163.0,11414
3,0,Score,18,28,0,,1,11415,4505.0,11415
3,0,Score,101,13,0,402.0,0,11436,557.0,11436
1,0,Score,120,24,4,5474.0,13,11551,4820.0,11551
9,0,Score,140,15,4,,27,11554,183.0,11554
0,0,Score,231,32,0,4554.0,10,11602,2798.0,11602
16,0,Score,160,31,3,2476.0,15,11609,4895.0,11609
2,0,Score,118,18,1,,4,11627,930.0,11627
7,0,Score,146,62,4,,7,11669,919.0,11669
1,0,Score,101,20,0,,0,11673,26.0,11673
0,0,Score,101,14,0,,0,11683,4253.0,11683
1,0,Score,166,28,1,5263.0,8,11691,2973.0,11691
2,0,Score,101,30,0,,0,11702,930.0,11702
3,0,Score,185,16,35,7228.0,9,11707,4937.0,11707
16,0,Score,101,19,23,,0,11727,887.0,11727
2,0,Score,1,13,0,3137.0,1,11746,3671.0,11746
2,0,Score,21,23,0,,1,11747,183.0,11747
5,0,Score,33,15,11,,8,11758,557.0,11758
0,0,Score,1,20,0,1713.0,0,11764,2965.0,11764
7,0,Score,111,13,0,605.0,14,11769,3334.0,11769
7,0,Score,1,17,0,,1,11814,919.0,11814
0,0,Score,11,14,0,,2,11818,4376.0,11818
2,0,Score,1,17,0,16978.0,0,11856,4498.0,11856
0,0,Score,1,12,0,1210.0,0,11872,30.0,11872
6,0,Score,1,14,0,3883.0,0,12002,25.0,12002
12,0,Score,140,17,11,,20,12036,3601.0,12036
6,0,Score,354,13,17,8989.0,18,12053,5003.0,12053
3,0,Score,36,22,0,,8,12074,4505.0,12074
3,0,Score,97,16,3,15981.0,6,12128,561.0,12128
1,0,Score,1,34,0,7249.0,0,12140,2040.0,12140
2,0,Score,211,14,2,2823.0,14,12164,3762.0,12164
0,0,Score,158,13,16,1893.0,17,12174,4524.0,12174
0,0,Score,11,18,0,,2,12176,439.0,12176
2,0,Score,1,12,0,,1,12178,2958.0,12178
1,0,Score,101,12,0,3618.0,0,12200,4764.0,12200
3,0,Score,51,19,0,10873.0,20,12209,5121.0,12209
3,0,Score,101,23,0,,2,12239,4812.0,12239
2,0,Score,1,14,0,,0,12255,919.0,12255
0,0,Score,101,41,0,7350.0,0,12262,4496.0,12262
7,0,Score,1,60,0,,0,12266,887.0,12266
4,0,Score,156,12,0,489.0,1,12360,4376.0,12360
10,0,Score,101,32,2,4103.0,0,12386,3577.0,12386
1,0,Score,101,18,1,1930.0,2,12421,1720.0,12421
2,0,Score,113,15,1,4156.0,1,12425,2252.0,12425
1,0,Score,11,21,0,,4,12426,3595.0,12426
7,0,Score,146,12,1,,12,12427,3595.0,12427
2,0,Score,601,14,14,,22,12431,5172.0,12431
1,0,Score,69,13,0,4850.0,25,12466,3582.0,12466
0,0,Score,105,55,3,,8,12502,1106.0,12502
0,0,Score,116,16,0,,4,12511,2970.0,12511
0,0,Score,101,15,3,5250.0,5,12525,333.0,12525
3,0,Score,18,16,1,,32,12532,183.0,12532
0,0,Score,16,12,0,,5,12585,1106.0,12585
1,0,Score,18,17,0,377.0,10,12641,1913.0,12641
2,0,Score,17,13,0,,14,12649,1307.0,12649
5,0,Score,1,44,0,6933.0,1,12670,2817.0,12670
0,0,Score,101,13,0,,0,12680,5294.0,12680
1,0,Score,1,13,0,,0,12716,4253.0,12716
0,0,Score,101,36,0,,1,12744,1106.0,12744
2,0,Score,27,106,0,,9,12745,686.0,12745
3,1,Score,213,20,6,8559.0,23,12842,3525.0,12842
0,0,Score,1,16,0,,0,12844,5289.0,12844
3,0,Score,155,19,3,,16,12858,3019.0,12858
10,0,Score,116,14,0,,2,12870,26.0,12870
1,0,Score,16,12,0,709.0,1,12887,5351.0,12887
2,0,Score,1,12,0,,6,12894,656.0,12894
1,0,Score,75,12,4,,15,12898,4505.0,12898
15,0,Score,21,18,0,18281.0,1,12900,4498.0,12900
9,0,Score,8,16,0,,11,12991,25.0,12991
3,0,Score,1,28,0,,4,13064,5020.0,13064
5,0,Score,101,21,1,1782.0,5,13086,2451.0,13086
2,0,Score,11,25,0,,1,13101,919.0,13101
7,0,Score,1,19,0,507.0,0,13148,183.0,13148
2,0,Score,101,47,0,6357.0,2,13166,,13166
9,0,Score,16,13,0,3191.0,4,13172,4727.0,13172
5,0,Score,86,59,1,,6,13173,364.0,13173
0,0,Score,1,13,0,515.0,0,13194,2817.0,13194
4,0,Score,26,17,0,8410.0,1,13197,196.0,13197
8,0,Score,101,17,1,,0,13269,4856.0,13269
1,0,Score,101,13,0,,0,13308,4856.0,13308
3,0,Score,8,106,0,8688.0,1,13314,1106.0,13314
11,0,Score,105,128,2,,18,13317,919.0,13317
3,0,Score,1,14,0,,3,13332,3019.0,13332
0,0,Score,111,12,0,2172.0,4,13340,3262.0,13340
1,0,Score,101,13,0,,3,13349,4856.0,13349
1,0,Score,179,13,3,1976.0,2,13389,2798.0,13389
6,0,Score,309,12,19,,28,13402,183.0,13402
12,0,Score,23,16,7,,4,13429,603.0,13429
2,0,Score,1,15,0,1017.0,0,13454,845.0,13454
0,0,Score,1,13,0,378.0,2,13481,795.0,13481
20,0,Score,8,20,0,1183.0,4,13494,5234.0,13494
0,0,Score,1,18,0,580.0,0,13536,2091.0,13536
1,0,Score,1,24,0,,4,13544,5234.0,13544
5,0,Score,706,12,63,651.0,32,13555,1191.0,13555
0,1,Score,444,14,20,,98,13561,1390.0,13561
0,0,Score,9,13,0,749.0,1,13597,2798.0,13597
2,0,Score,101,12,0,,0,13601,88.0,13601
0,0,Score,1,12,0,3730.0,3,13607,5546.0,13607
0,0,Score,1,12,0,,3,13616,1934.0,13616
0,0,Score,111,16,2,,2,13626,1381.0,13626
6,0,Score,101,17,0,465.0,0,13630,5179.0,13630
3,0,Score,123,17,1,,0,13647,2970.0,13647
2,0,Score,101,42,0,4982.0,0,13686,179.0,13686
3,0,Score,80,37,7,,14,13698,5544.0,13698
4,0,Score,16,21,0,,2,13725,919.0,13725
8,0,Score,101,14,6,2336.0,2,13797,230.0,13797
3,0,Score,11,12,0,,1,13800,1390.0,13800
3,0,Score,101,12,0,,1,13809,2970.0,13809
1,0,Score,1,13,0,438.0,0,13858,1036.0,13858
17,0,Score,101,17,0,7593.0,1,13983,3584.0,13983
6,0,Score,101,27,0,,1,13986,919.0,13986
0,0,Score,101,42,0,14706.0,0,14002,36.0,14002
1,0,Score,16,33,0,,8,14017,3277.0,14017
1,0,Score,101,14,17,,1,14038,603.0,14038
3,0,Score,101,17,2,437.0,5,14067,183.0,14067
4,0,Score,1,12,0,8906.0,2,14078,4701.0,14078
1,0,Score,1,12,0,,1,14091,4505.0,14091
2,0,Score,16,13,0,,0,14148,183.0,14148
0,0,Score,1,15,0,,0,14162,4505.0,14162
3,0,Score,1,15,0,,1,14176,5792.0,14176
8,0,Score,9,15,0,,1,14185,3601.0,14185
5,0,Score,6,38,0,5857.0,0,14210,2164.0,14210
3,0,Score,21,55,0,,2,14218,4253.0,14218
14,0,Score,1,19,0,2905.0,0,14219,3301.0,14219
10,0,Score,106,47,0,2077.0,0,14226,561.0,14226
0,0,Score,51,31,0,,1,14227,1307.0,14227
2,0,Score,11,14,0,456.0,0,14229,1390.0,14229
3,0,Score,301,36,0,,7,14230,4253.0,14230
1,0,Score,101,14,0,,0,14239,686.0,14239
5,0,Score,36,12,0,,0,14250,5256.0,14250
0,0,Score,144,12,0,,8,14284,5836.0,14284
12,0,Score,1,13,0,,0,14352,919.0,14352
0,0,Score,101,74,1,,1,14356,5836.0,14356
2,0,Score,1,26,0,,5,14357,5836.0,14357
5,0,Score,101,32,0,2855.0,1,14437,1640.0,14437
6,0,Score,16,24,3,,1,14439,2817.0,14439
3,0,Score,54,26,0,,6,14440,1381.0,14440
4,0,Score,6,14,0,,2,14472,4856.0,14472
2,0,Score,1,18,0,690.0,0,14483,3577.0,14483
1,0,Score,1,20,0,,4,14490,919.0,14490
4,0,Score,29,42,0,17255.0,17,14500,5893.0,14500
0,0,Score,1,24,0,,1,14502,183.0,14502
1,0,Score,26,50,0,,0,14528,919.0,14528
3,0,Score,1,13,0,,0,14533,601.0,14533
5,0,Score,1,21,0,420.0,1,14571,4398.0,14571
1,0,Score,1,25,0,,0,14702,2392.0,14702
6,0,Score,1,15,0,360.0,0,14774,5969.0,14774
19,0,Score,101,12,0,,0,14776,919.0,14776
1,0,Score,101,12,0,2819.0,6,14797,1720.0,14797
8,0,Score,11,14,0,3505.0,6,14856,6003.0,14856
6,0,Score,21,12,0,,6,14911,2392.0,14911
0,0,Score,101,12,0,,0,15954,5594.0,15954
1,0,Score,101,21,2,92612.0,0,15958,6178.0,15958
3,0,Score,1,25,0,,0,15960,183.0,15960
3,0,Score,31,19,8,1440.0,22,15979,6458.0,15979
0,0,Score,51,12,0,2505.0,9,16008,5837.0,16008
2,0,Score,1,15,0,,0,16009,3019.0,16009
3,0,Score,65,14,11,7962.0,17,16057,1205.0,16057
0,0,Score,11,12,0,,0,16148,2970.0,16148
5,0,Score,101,15,0,,0,16169,919.0,16169
16,0,Score,8,15,0,406.0,1,16174,2801.0,16174
0,0,Score,121,24,7,16229.0,2,16198,,16198
5,0,Score,29,25,0,,4,16199,1347.0,16199
2,0,Score,101,14,0,,0,16202,,16202
7,0,Score,55,15,2,,6,16204,,16204
0,0,Score,6,12,0,,0,16205,6554.0,16205
2,0,Score,33,14,1,,2,16227,1679.0,16227
3,0,Score,21,12,3,,3,16246,919.0,16246
3,0,Score,103,12,0,,3,16290,3396.0,16290
3,0,Score,101,14,2,14462.0,1,16312,5864.0,16312
2,0,Score,1,12,0,9020.0,0,16334,6609.0,16334
1,0,Score,1,13,0,,4,16340,4376.0,16340
3,0,Score,101,16,0,,0,16342,2970.0,16342
2,0,Score,26,26,0,,7,16415,4856.0,16415
2,0,Score,58,12,1,2197.0,5,16458,1709.0,16458
1,0,Score,101,29,0,,0,16460,2116.0,16460
0,0,Score,1,15,0,6383.0,2,16493,6630.0,16493
0,0,Score,165,12,2,,10,16496,4505.0,16496
0,0,Score,101,20,11,,0,16498,401.0,16498
1,0,Score,4,12,0,,2,16505,2958.0,16505
3,0,Score,1,12,0,,1,16521,6082.0,16521
2,0,Score,28,19,6,,3,16541,2970.0,16541
0,0,Score,1,16,0,727.0,0,16631,183.0,16631
2,0,Score,1,13,0,4694.0,3,16689,6096.0,16689
3,0,Score,101,12,1,,4,16690,2958.0,16690
3,0,Score,11,21,0,,0,16695,183.0,16695
8,0,Score,395,21,0,7974.0,11,16750,2113.0,16750
3,0,Score,101,19,0,,0,16869,1036.0,16869
0,0,Score,1,14,0,3130.0,0,16889,5836.0,16889
1,0,Score,101,15,0,,0,16920,6782.0,16920
4,0,Score,101,64,1,29596.0,2,16921,1005.0,16921
7,0,Score,6,18,0,,2,16931,4376.0,16931
7,2,Score,184,27,55,993.0,63,16939,6072.0,16939
2,0,Score,1,18,0,,0,16944,401.0,16944
6,0,Score,103,74,0,,4,16961,30.0,16961
1,0,Score,101,17,5,,0,16965,6829.0,16965
4,0,Score,16,22,1,3823.0,3,17109,6082.0,17109
6,0,Score,11,13,0,690.0,1,17111,6884.0,17111
1,0,Score,13,16,0,,2,17113,4253.0,17113
7,0,Score,146,16,11,,1,17128,1080.0,17128
6,0,Score,1,67,0,,0,17148,919.0,17148
1,0,Score,1,32,0,1922.0,0,17149,6666.0,17149
8,0,Score,1,32,0,,0,17153,5836.0,17153
0,0,Score,6,12,0,,0,17191,887.0,17191
5,0,Score,101,18,0,,0,17203,919.0,17203
0,0,Score,23,14,2,,0,17253,5594.0,17253
7,0,Score,118,12,1,969.0,1,17272,6204.0,17272
0,0,Score,101,12,8,,0,17297,5862.0,17297
10,0,Score,101,40,2,39667.0,0,17336,6967.0,17336
5,0,Score,101,45,0,,0,17338,5836.0,17338
0,0,Score,101,16,0,11083.0,0,17342,6968.0,17342
0,0,Score,1,13,0,8285.0,9,17371,2817.0,17371
1,0,Score,11,16,0,,6,17372,3601.0,17372
7,0,Score,31,30,0,,1,17388,2970.0,17388
3,0,Score,1,22,0,,1,17397,686.0,17397
5,0,Score,120,23,5,,13,17403,5594.0,17403
10,0,Score,13,16,0,,8,17513,1124.0,17513
4,0,Score,16,13,0,334.0,5,17519,1566.0,17519
3,0,Score,1,28,0,8203.0,0,17537,4426.0,17537
4,0,Score,6,12,0,,0,17547,919.0,17547
2,0,Score,101,12,0,,0,17556,919.0,17556
13,0,Score,21,14,0,,3,17570,1124.0,17570
3,0,Score,1,13,0,,0,17572,4253.0,17572
0,0,Score,111,14,0,1532.0,3,17581,6961.0,17581
0,0,Score,101,15,2,,3,17596,4376.0,17596
11,0,Score,1,31,0,,1,17606,5594.0,17606
3,0,Score,1,12,0,,0,17620,88.0,17620
5,0,Score,101,15,0,2492.0,0,17624,6884.0,17624
10,0,Score,11,18,0,681.0,0,17633,7025.0,17633
3,0,Score,8,15,0,,0,17704,4253.0,17704
5,0,Score,11,35,0,,1,17752,6666.0,17752
1,0,Score,1,13,0,6568.0,2,17773,7140.0,17773
10,0,Score,13,12,0,3292.0,4,17781,3786.0,17781
5,0,Score,21,17,0,,32,17786,2970.0,17786
0,0,Score,101,22,0,,15,17789,919.0,17789
0,0,Score,11,26,0,,5,17829,7176.0,17829
4,0,Score,1,15,0,,0,17874,6633.0,17874
6,0,Score,11,14,0,15823.0,0,17890,290.0,17890
2,0,Score,123,13,0,604.0,2,17897,6250.0,17897
0,0,Score,11,12,0,,2,17898,919.0,17898
3,0,Score,101,26,0,1832.0,1,17920,2817.0,17920
0,0,Score,1,15,0,,4,17921,5256.0,17921
0,0,Score,6,15,0,,1,17931,930.0,17931
1,0,Score,1,12,0,,0,18032,223.0,18032
1,0,Score,101,12,2,,0,18070,7275.0,18070
3,0,Score,1,15,0,1628.0,0,18088,1513.0,18088
4,0,Score,1,17,0,,0,18089,4257.0,18089
6,0,Score,1,16,0,,0,18094,1036.0,18094
4,0,Score,1,22,0,2526.0,1,18116,6877.0,18116
5,0,Score,101,24,0,,1,18134,4376.0,18134
1,0,Score,1,12,0,,1,18136,3277.0,18136
10,0,Score,1,84,0,,0,18200,919.0,18200
3,0,Score,6,19,0,,0,18213,7290.0,18213
0,0,Score,1,18,0,1524.0,0,18214,,18214
0,0,Score,1,12,0,,0,18259,919.0,18259
1,0,Score,101,16,0,,1,18351,6993.0,18351
1,0,Score,123,27,0,,6,18355,3468.0,18355
5,0,Score,101,30,0,655.0,4,18431,3577.0,18431
5,0,Score,21,18,0,,2,18439,919.0,18439
7,0,Score,46,22,0,,5,18442,919.0,18442
6,0,Score,66,14,0,2086.0,5,18450,6723.0,18450
5,0,Score,38,15,1,6618.0,2,18480,5837.0,18480
2,0,Score,1,16,0,5011.0,0,18595,2981.0,18595
14,0,Score,11,14,0,,3,18609,919.0,18609
2,0,Score,1,14,0,2289.0,0,18621,6633.0,18621
0,0,Score,1,16,0,,1,18639,2981.0,18639
5,0,Score,1,15,0,,0,19682,7555.0,19682
3,0,Score,101,12,0,13229.0,0,19715,7959.0,19715
1,0,Score,101,14,5,,0,19747,2116.0,19747
5,0,Score,7,15,0,,1,19777,7555.0,19777
3,0,Score,1,12,0,,0,19780,4856.0,19780
0,0,Score,101,12,3,,0,19785,1573.0,19785
1,0,Score,101,14,5,,1,19893,7591.0,19893
0,0,Score,1,28,0,,1,19944,3919.0,19944
1,0,Score,6,27,0,925.0,5,20010,2485.0,20010
7,0,Score,118,15,3,1624.0,6,20011,6723.0,20011
5,0,Score,101,23,0,,11,20023,887.0,20023
2,0,Score,116,19,2,,3,20042,7837.0,20042
1,0,Score,1,12,0,,1,20054,4505.0,20054
2,0,Score,1,20,0,7137.0,1,20101,704.0,20101
1,0,Score,161,13,0,,3,20107,8120.0,20107
0,0,Score,1,15,0,,0,20109,8127.0,20109
2,0,Score,101,19,0,,0,20190,4253.0,20190
0,0,Score,1,20,0,,0,20218,4505.0,20218
7,0,Score,1,14,0,,0,20230,3019.0,20230
4,0,Score,6,24,0,,2,20303,7290.0,20303
2,0,Score,101,15,4,3726.0,0,20429,4507.0,20429
3,0,Score,101,14,0,,0,20448,601.0,20448
10,0,Score,6,16,0,,0,20455,7290.0,20455
1,0,Score,101,87,0,55237.0,0,20523,4278.0,20523
5,0,Score,1,47,0,,0,20527,7788.0,20527
2,0,Score,1,30,0,,0,20529,8076.0,20529
5,0,Score,1,23,0,,0,20535,7224.0,20535
9,0,Score,18,13,2,1285.0,2,20543,5739.0,20543
7,0,Score,1,15,0,2078.0,0,20553,8317.0,20553
0,0,Score,106,12,0,,3,20557,2485.0,20557
1,0,Score,1,39,0,2756.0,0,20558,6961.0,20558
11,0,Score,101,14,0,,0,20560,8076.0,20560
8,0,Score,101,43,0,,0,20561,7555.0,20561
0,0,Score,101,26,0,,0,20578,5739.0,20578
0,0,Score,1,18,0,2046.0,0,20608,8207.0,20608
4,0,Score,101,19,0,,4,20609,1108.0,20609
1,0,Score,11,12,0,,2,20679,6977.0,20679
1,0,Score,64,13,7,,8,20709,8076.0,20709
5,1,Score,165,41,12,11269.0,11,20836,5394.0,20836
15,0,Score,25,98,0,,0,20856,7290.0,20856
2,0,Score,1,22,0,,3,20874,2817.0,20874
8,0,Score,101,33,0,2172.0,0,20977,686.0,20977
4,0,Score,18,12,0,,3,20986,887.0,20986
1,0,Score,1,15,0,,3,20999,5836.0,20999
0,0,Score,101,17,0,3933.0,0,21023,4559.0,21023
1,0,Score,1,12,0,,0,21027,7290.0,21027
2,0,Score,36,42,0,,2,21102,8534.0,21102
0,0,Score,6,16,0,3882.0,3,21103,4754.0,21103
3,0,Score,21,13,0,,3,21105,7529.0,21105
4,0,Score,1,15,0,,1,21113,7224.0,21113
1,0,Score,1,13,0,,1,21116,449.0,21116
0,0,Score,11,28,0,5745.0,2,21152,1643.0,21152
2,0,Score,1,16,0,946.0,0,21153,8076.0,21153
1,0,Score,1,18,0,,0,21189,6633.0,21189
3,0,Score,38,12,0,2287.0,6,21298,1106.0,21298
5,0,Score,9,12,0,,9,21305,449.0,21305
0,0,Score,48,20,7,2958.0,11,21346,6355.0,21346
0,0,Score,9,13,0,,2,21348,4856.0,21348
1,0,Score,136,16,3,,17,21351,5594.0,21351
1,0,Score,1,12,0,,0,21383,1390.0,21383
2,0,Score,1,13,0,3041.0,0,21398,1645.0,21398
4,0,Score,1,16,0,,1,21401,1390.0,21401
4,0,Score,101,12,0,,1,21404,2485.0,21404
3,0,Score,145,15,2,,9,21417,7972.0,21417
12,0,Score,123,36,1,,3,21457,2817.0,21457
1,0,Score,21,12,0,,0,21507,930.0,21507
0,0,Score,116,27,1,7955.0,17,21551,8692.0,21551
11,0,Score,13,13,0,,2,21566,8076.0,21566
7,0,Score,101,16,0,,0,21602,930.0,21602
1,0,Score,4,31,0,,1,21669,7290.0,21669
7,0,Score,1,12,0,,1,21740,7555.0,21740
2,0,Score,1,19,0,1396.0,0,21822,6875.0,21822
2,0,Score,94,12,5,,12,21840,7290.0,21840
5,0,Score,23,17,1,,11,21849,7250.0,21849
1,0,Score,101,13,9,,0,21855,8605.0,21855
3,0,Score,1,16,0,1260.0,3,21896,8803.0,21896
1,0,Score,3,-8,0,189.0,1,21940,8833.0,21940
3,0,Score,50,-7,7,326.0,11,21983,8849.0,21983
4,0,Score,101,12,0,913.0,0,22009,6369.0,22009
14,0,Score,123,16,1,,2,22012,7972.0,22012
4,0,Score,151,15,13,13453.0,16,22161,5397.0,22161
2,0,Score,101,14,0,,0,22171,,22171
2,0,Score,16,20,0,,0,22295,3019.0,22295
6,0,Score,101,21,2,,2,22331,3277.0,22331
0,0,Score,101,23,0,22258.0,0,22347,8137.0,22347
17,0,Score,101,22,0,,0,22350,7290.0,22350
1,0,Score,20,12,1,1318.0,4,22381,9008.0,22381
9,0,Score,1,19,0,,0,22382,9013.0,22382
3,0,Score,1,16,0,,3,22410,4505.0,22410
4,0,Score,1,26,0,2283.0,1,22434,6895.0,22434
8,0,Score,101,12,0,316.0,0,22454,9050.0,22454
1,103,Score,2147,12,2219,2256.0,1471,22468,8733.0,22468
0,0,Score,21,13,0,1329.0,1,22472,5561.0,22472
0,0,Score,1,12,0,,1,22480,5739.0,22480
1,0,Score,1,28,0,1006.0,0,22501,2403.0,22501
0,0,Score,1,24,0,2564.0,0,22502,7828.0,22502
0,0,Score,101,12,0,788.0,0,22504,264.0,22504
0,0,Score,21,16,0,,1,22507,4376.0,22507
0,0,Score,101,24,2,,0,22520,3277.0,22520
1,0,Score,1,24,0,,2,22523,4253.0,22523
1,0,Score,6,13,0,8200.0,0,22569,9097.0,22569
5,0,Score,82,22,4,,7,22571,3277.0,22571
1,0,Score,101,25,0,,0,22593,1764.0,22593
5,0,Score,1,16,0,,1,23631,7290.0,23631
0,0,Score,1,12,0,,1,23735,887.0,23735
1,0,Score,1,59,0,15219.0,0,23779,1913.0,23779
